Date,Open,High,Low,Last Close
10/15/2021,391,392,391,392
10/18/2021,393,393,393,393
10/19/2021,393,395,393,395
10/20/2021,395,397,395,397
10/21/2021,396,396,396,396
10/22/2021,397,398,397,397
10/25/2021,400,400,400,400
10/27/2021,402,402,402,402
10/28/2021,400,400,400,400
10/29/2021,399,405,399,405
11/01/2021,408,408,405,405
11/02/2021,405,407,405,407
11/03/2021,407,407,407,407
11/04/2021,411,413,411,413
11/05/2021,412,416,412,416
11/08/2021,414,414,413,414
11/09/2021,413,413,412,412
11/10/2021,413,414,413,414
11/11/2021,412,414,412,414
11/12/2021,414,417,414,417
11/15/2021,417,418,417,418
11/16/2021,418,423,418,423
11/17/2021,424,424,424,424
11/18/2021,424,424,422,422
11/19/2021,424,425,424,425
11/22/2021,425,431,425,429
11/23/2021,424,424,424,424
11/24/2021,425,428,425,428
11/25/2021,429,429,428,428
11/26/2021,420,420,414,414
11/29/2021,418,420,418,420
11/30/2021,420,420,415,415
12/01/2021,414,418,414,418
12/02/2021,409,411,407,411
12/03/2021,415,415,410,410
12/06/2021,413,414,413,414
12/07/2021,419,425,419,425
12/08/2021,425,425,422,422
12/09/2021,423,424,423,424
12/10/2021,422,425,422,422
12/13/2021,423,423,423,423
12/14/2021,424,424,419,419
12/15/2021,421,421,418,418
12/16/2021,427,427,425,425
12/17/2021,421,422,421,422
12/20/2021,414,414,410,410
12/21/2021,416,418,416,417
12/22/2021,420,422,420,422
12/23/2021,424,427,424,427
12/27/2021,430,430,430,430
12/28/2021,432,433,432,432
12/29/2021,433,433,431,431
12/30/2021,433,433,432,432
01/03/2022,432,432,430,432
01/04/2022,435,436,433,433
01/05/2022,433,433,432,432
01/06/2022,425,425,425,425
01/10/2022,427,427,416,416
01/11/2022,421,423,421,421
01/12/2022,425,425,423,423
01/13/2022,422,422,421,421
01/14/2022,416,416,414,415
01/17/2022,417,418,417,418
01/18/2022,416,416,413,413
01/19/2022,412,412,412,412
01/20/2022,410,414,410,414
01/21/2022,403,403,402,402
01/24/2022,387,387,387,387
01/25/2022,395,395,390,392
01/26/2022,401,401,401,401
01/27/2022,403,403,403,403
01/28/2022,400,400,397,399
01/31/2022,407,407,407,407
02/01/2022,411,411,409,409
02/02/2022,414,414,412,412
02/03/2022,414,414,404,404
02/04/2022,399,399,399,399
02/07/2022,402,402,402,402
02/08/2022,404,404,404,404
02/09/2022,409,409,409,409
02/10/2022,409,409,406,406
02/11/2022,404,404,403,403
02/14/2022,399,399,399,399
02/15/2022,398,402,398,402
02/16/2022,400,400,400,400
02/17/2022,398,398,398,398
02/18/2022,397,397,394,394
02/21/2022,390,390,389,389
02/22/2022,391,391,390,390
02/23/2022,391,391,387,387
02/24/2022,383,383,383,383
02/25/2022,396,396,396,396
02/28/2022,396,399,396,399
03/01/2022,398,398,398,398
03/02/2022,404,404,404,404
03/03/2022,404,404,404,404
03/04/2022,403,403,402,402
03/07/2022,401,404,400,402
03/08/2022,391,391,391,391
03/09/2022,396,396,394,394
03/10/2022,394,394,392,392
03/11/2022,398,398,398,398
03/14/2022,398,398,392,392
03/15/2022,386,397,386,397
03/16/2022,403,403,403,403
03/17/2022,405,405,403,403
03/18/2022,410,410,410,410
03/21/2022,413,413,413,413
03/22/2022,418,418,418,418
03/23/2022,425,425,418,418
03/24/2022,418,418,418,418
03/25/2022,418,421,418,421
03/28/2022,425,425,423,423
03/29/2022,426,426,425,425
03/30/2022,423,423,423,423
03/31/2022,423,424,423,424
04/01/2022,421,421,421,421
04/04/2022,422,426,422,426
04/05/2022,428,428,428,428
04/06/2022,426,426,419,419
04/07/2022,423,423,419,419
04/08/2022,425,425,425,425
04/11/2022,418,418,418,418
04/12/2022,418,421,418,421
04/13/2022,418,418,418,418
04/14/2022,418,421,417,421
04/19/2022,417,422,417,422
04/20/2022,422,422,422,422
04/21/2022,423,423,423,423
04/22/2022,416,416,412,412
04/25/2022,413,413,413,413
04/26/2022,405,405,405,405
04/27/2022,404,410,404,410
04/28/2022,411,411,411,411
04/29/2022,412,412,411,411
05/02/2022,404,404,401,401
05/03/2022,406,408,406,408
05/04/2022,403,403,403,403
05/05/2022,406,406,406,406
05/06/2022,401,401,401,401
05/09/2022,402,402,390,390
05/10/2022,388,388,388,388
05/11/2022,391,391,391,391
05/12/2022,387,387,387,387
05/13/2022,391,396,391,396
05/16/2022,396,396,394,394
05/19/2022,380,380,379,379
05/20/2022,377,377,377,377
05/23/2022,377,381,377,381
05/24/2022,372,372,372,372
05/25/2022,381,381,381,381
05/26/2022,387,387,387,387
05/27/2022,395,395,395,395
05/30/2022,398,398,398,398
05/31/2022,394,394,394,394
06/01/2022,395,395,395,395
06/02/2022,394,394,394,394
06/03/2022,393,393,393,393
06/07/2022,395,395,395,395
06/08/2022,398,398,398,398
06/09/2022,394,394,394,394
06/10/2022,395,395,381,381
06/13/2022,379,379,371,371
06/14/2022,372,372,369,369
06/15/2022,368,372,368,372
06/16/2022,368,368,360,360
06/17/2022,362,362,362,362
06/20/2022,362,362,362,362
06/21/2022,367,367,367,367
06/22/2022,367,367,367,367
06/23/2022,369,369,369,369
06/24/2022,378,378,378,378
06/27/2022,382,382,380,380
06/28/2022,378,378,378,378
06/29/2022,374,374,374,374
07/01/2022,369,374,369,373
07/04/2022,376,376,376,376
07/05/2022,376,376,376,376
07/06/2022,384,385,384,385
07/07/2022,393,393,393,393
07/08/2022,396,396,395,395
07/11/2022,394,394,394,394
07/12/2022,395,395,395,395
07/13/2022,387,387,387,387
07/14/2022,385,385,385,385
07/15/2022,393,393,393,393
07/18/2022,395,395,393,393
07/19/2022,393,393,393,393
07/20/2022,400,400,400,400
07/21/2022,399,399,399,399
07/22/2022,400,400,400,400
07/25/2022,400,400,400,400
07/26/2022,398,398,398,398
07/27/2022,404,404,404,404
07/28/2022,405,409,405,409
07/29/2022,413,413,413,413
08/01/2022,415,415,414,414
08/02/2022,420,420,414,414
08/03/2022,420,420,420,420
08/04/2022,422,422,417,417
08/05/2022,417,417,417,417
08/08/2022,420,420,420,420
08/09/2022,416,416,416,416
08/10/2022,418,418,418,418
08/11/2022,422,422,422,422
08/12/2022,426,426,426,426
08/15/2022,430,431,429,431
08/16/2022,435,435,435,435
08/17/2022,433,433,432,432
08/18/2022,435,435,435,435
08/19/2022,433,433,433,433
08/22/2022,431,431,431,431
08/23/2022,426,426,426,426
08/24/2022,429,429,429,429
08/25/2022,430,430,430,430
08/26/2022,424,424,424,424
08/29/2022,415,415,415,415
08/30/2022,410,410,410,410
08/31/2022,407,407,407,407
09/01/2022,403,405,403,405
09/02/2022,412,412,412,412
09/05/2022,408,408,408,408
09/06/2022,408,408,408,408
09/07/2022,409,409,409,409
09/08/2022,410,414,410,414
09/09/2022,416,416,416,416
09/12/2022,416,418,416,418
09/13/2022,420,420,410,410
09/14/2022,407,407,407,407
09/15/2022,405,405,405,405
09/16/2022,396,396,396,396
09/19/2022,397,398,397,398
09/20/2022,403,403,399,399
09/21/2022,404,404,404,404
09/22/2022,394,394,394,394
09/23/2022,391,391,391,391
09/26/2022,390,393,390,393
09/27/2022,393,393,393,393
09/28/2022,392,394,392,394
09/29/2022,384,384,384,384
09/30/2022,385,386,385,386
10/03/2022,395,395,379,384
10/04/2022,389,391,389,391
10/05/2022,391,391,391,391
10/06/2022,396,396,396,396
10/07/2022,387,387,387,387
10/10/2022,385,385,385,385
10/11/2022,383,383,383,383
10/12/2022,383,383,382,382
10/13/2022,382,382,382,382
10/14/2022,385,385,385,385
10/17/2022,386,386,386,386
10/18/2022,391,391,388,388
10/19/2022,391,391,391,391
10/20/2022,390,390,390,390
10/21/2022,388,388,388,388
10/24/2022,395,395,395,395
10/25/2022,398,398,398,398
10/27/2022,394,396,394,396
10/28/2022,401,401,401,401
10/31/2022,405,405,405,405
11/01/2022,410,410,403,403
11/02/2022,401,401,401,401
11/03/2022,396,396,396,396
11/04/2022,389,389,389,389
11/07/2022,386,391,386,391
11/08/2022,386,394,386,394
11/09/2022,386,391,386,391
11/10/2022,386,398,386,398
11/11/2022,395,395,395,395
11/14/2022,398,398,397,397
11/15/2022,399,399,399,399
11/16/2022,397,397,394,394
11/17/2022,386,392,386,392
11/18/2022,386,395,386,395
11/21/2022,386,386,386,386
11/22/2022,386,400,386,400
11/23/2022,402,402,402,402
11/24/2022,401,401,401,401
11/25/2022,400,400,400,400
11/28/2022,397,397,397,397
11/29/2022,394,394,394,394
11/30/2022,386,396,386,396
12/01/2022,401,401,401,401
12/02/2022,399,399,399,399
12/05/2022,405,405,396,396
12/06/2022,389,389,389,389
12/07/2022,386,387,386,387
12/08/2022,386,386,386,386
12/09/2022,386,390,386,390
12/12/2022,386,388,386,388
12/13/2022,386,393,386,393
12/14/2022,392,393,392,393
12/15/2022,386,386,379,379
12/16/2022,380,380,375,375
12/19/2022,374,374,374,374
12/20/2022,371,371,371,371
12/21/2022,374,379,374,379
12/22/2022,386,386,372,372
12/23/2022,373,373,373,373
12/27/2022,377,377,373,373
12/29/2022,373,373,373,373
01/02/2023,373,379,373,379
01/03/2023,374,374,374,374
01/04/2023,377,377,377,377
01/05/2023,376,376,374,374
01/06/2023,377,377,377,377
01/09/2023,378,380,378,380
01/10/2023,375,376,375,376
01/11/2023,379,380,379,380
01/12/2023,386,386,380,380
01/13/2023,386,386,380,380
01/16/2023,385,385,382,382
01/17/2023,386,386,383,383
01/18/2023,386,386,379,379
01/19/2023,386,386,373,373
01/20/2023,376,376,376,376
01/23/2023,380,383,380,383
01/24/2023,386,386,382,382
01/25/2023,386,386,378,378
01/26/2023,386,386,384,384
01/27/2023,386,388,386,388
01/30/2023,386,386,386,386
01/31/2023,386,386,386,386
02/01/2023,388,388,386,386
02/02/2023,386,396,386,396
02/03/2023,399,399,399,399
02/06/2023,398,398,398,398
02/07/2023,398,398,398,398
02/08/2023,401,401,398,398
02/09/2023,398,398,398,398
02/10/2023,393,395,393,395
02/13/2023,399,399,399,399
02/14/2023,399,399,397,397
02/15/2023,401,401,401,401
02/16/2023,400,400,400,400
02/17/2023,394,394,394,394
02/20/2023,395,395,395,395
02/21/2023,390,390,390,390
02/22/2023,390,390,390,390
02/23/2023,393,393,390,390
02/24/2023,393,393,389,389
02/27/2023,391,391,391,391
02/28/2023,389,389,389,389
03/01/2023,388,388,384,384
03/02/2023,386,386,386,386
03/03/2023,393,393,393,393
03/06/2023,396,396,396,396
03/07/2023,393,393,393,393
03/08/2023,392,393,392,392
03/09/2023,392,392,392,392
03/10/2023,379,382,379,382
03/13/2023,375,375,375,375
03/14/2023,380,380,380,380
03/15/2023,380,380,380,380
03/16/2023,385,385,385,385
03/17/2023,383,383,383,383
03/21/2023,384,384,384,384
03/22/2023,385,385,385,385
03/23/2023,381,381,381,381
03/24/2023,380,380,380,380
03/27/2023,385,385,384,384
03/28/2023,381,381,381,381
03/29/2023,384,384,384,384
03/30/2023,386,386,386,386
03/31/2023,387,390,387,390
04/03/2023,393,393,392,392
04/04/2023,389,389,389,389
04/05/2023,388,388,388,388
04/06/2023,389,389,389,389
04/11/2023,393,393,392,392
04/12/2023,391,391,389,389
04/13/2023,387,387,387,387
04/14/2023,387,391,387,391
04/17/2023,394,394,394,394
04/18/2023,393,393,393,393
04/19/2023,393,393,393,393
04/20/2023,393,393,391,391
04/21/2023,391,391,391,391
04/25/2023,400,400,389,389
04/26/2023,384,384,384,384
04/27/2023,385,387,385,387
04/28/2023,391,391,391,391
05/02/2023,388,388,388,388
05/03/2023,387,387,387,387
05/04/2023,384,384,384,384
05/05/2023,389,389,389,389
05/08/2023,390,390,390,390
05/09/2023,391,391,391,391
05/10/2023,391,391,391,391
05/11/2023,404,404,393,393
05/12/2023,394,394,394,394
05/15/2023,394,395,394,395
05/16/2023,394,395,394,395
05/17/2023,394,397,394,397
05/18/2023,404,404,404,404
05/19/2023,405,405,403,403
05/22/2023,404,404,404,404
05/23/2023,404,405,404,404
05/24/2023,398,398,398,398
05/25/2023,402,402,402,402
05/26/2023,408,408,408,408
05/29/2023,410,410,410,410
05/30/2023,411,411,411,411
05/31/2023,409,409,407,407
06/01/2023,408,408,408,408
06/02/2023,411,414,411,414
06/05/2023,417,417,417,417
06/06/2023,417,417,417,417
06/07/2023,417,417,417,417
06/08/2023,413,414,413,414
06/12/2023,416,418,416,418
06/13/2023,422,422,422,422
06/14/2023,421,421,421,421
06/15/2023,420,420,420,420
06/16/2023,422,422,422,422
06/19/2023,421,421,420,420
06/20/2023,418,418,418,418
06/21/2023,416,416,416,416
06/22/2023,415,415,415,415
06/27/2023,414,414,414,414
06/28/2023,418,418,418,418
06/29/2023,420,420,420,420
06/30/2023,422,424,422,424
07/03/2023,424,427,424,425
07/04/2023,426,426,426,426
07/05/2023,426,427,426,427
07/06/2023,425,425,421,421
07/07/2023,416,420,416,420
07/10/2023,417,418,417,418
07/11/2023,419,419,419,419
07/12/2023,420,420,420,420
07/14/2023,419,419,419,419
07/17/2023,419,419,419,419
07/18/2023,419,421,419,421
07/19/2023,426,426,426,426
07/20/2023,426,426,426,426
07/21/2023,426,427,426,427
07/24/2023,429,429,429,429
07/25/2023,431,431,431,431
07/26/2023,429,429,429,429
07/27/2023,431,431,431,431
07/28/2023,434,434,434,434
07/31/2023,433,433,433,433
08/01/2023,435,435,435,435
08/04/2023,428,428,428,428
08/07/2023,428,428,426,426
08/08/2023,426,426,426,426
08/09/2023,425,425,425,425
08/10/2023,425,426,425,426
08/11/2023,424,424,424,424
08/14/2023,428,428,428,428
08/15/2023,426,426,426,426
08/16/2023,424,425,424,425
08/17/2023,424,424,423,423
08/18/2023,419,419,419,419
08/21/2023,420,421,419,419
08/22/2023,422,424,422,424
08/23/2023,426,426,426,426
08/24/2023,425,425,425,425
08/25/2023,424,424,424,424
08/28/2023,427,427,427,427
08/29/2023,431,431,431,431
08/30/2023,431,431,431,431
08/31/2023,434,436,434,436
09/01/2023,437,437,437,437
09/04/2023,437,437,437,437
09/05/2023,440,440,440,440
09/06/2023,435,435,435,435
09/08/2023,436,436,436,436
09/11/2023,435,435,435,435
09/12/2023,436,436,436,436
09/13/2023,436,436,436,436
09/15/2023,442,442,437,437
09/18/2023,437,437,436,436
09/19/2023,433,433,433,433
09/20/2023,433,434,433,434
09/22/2023,427,427,427,427
09/25/2023,428,428,428,428
09/26/2023,423,423,423,423
09/27/2023,425,425,425,425
09/28/2023,426,426,426,426
09/29/2023,427,427,427,427
10/02/2023,426,428,426,428
10/03/2023,422,422,422,422
10/04/2023,422,422,422,422
10/05/2023,420,420,420,420
10/06/2023,424,424,424,424
10/09/2023,427,427,427,427
10/10/2023,432,432,432,432
10/11/2023,429,429,429,429
10/12/2023,434,434,434,434
10/13/2023,432,432,432,432
10/17/2023,433,433,433,433
10/18/2023,431,431,431,431
10/19/2023,427,427,427,427
10/20/2023,418,418,418,418
10/23/2023,417,417,417,417
10/24/2023,419,419,419,419
10/25/2023,417,417,417,417
10/27/2023,410,410,410,410
10/30/2023,409,409,409,409
10/31/2023,413,413,413,413
11/01/2023,418,418,418,418
11/02/2023,420,424,420,424
11/03/2023,430,430,425,426
11/06/2023,425,425,425,425
11/07/2023,429,429,429,429
11/09/2023,429,429,428,428
11/10/2023,427,429,427,429
11/13/2023,432,432,432,432
11/14/2023,435,435,435,435
11/15/2023,435,435,435,435
11/16/2023,433,433,433,433
11/17/2023,433,433,433,433
11/20/2023,434,434,434,434
11/21/2023,434,434,434,434
11/22/2023,435,435,435,435
11/23/2023,438,438,438,438
11/24/2023,438,438,436,436
11/27/2023,437,437,436,436
11/28/2023,435,435,435,435
11/29/2023,435,435,435,435
11/30/2023,438,438,437,437
12/01/2023,442,442,442,442
12/04/2023,442,442,441,441
12/05/2023,442,443,441,443
12/06/2023,445,445,444,444
12/07/2023,445,445,445,445
12/08/2023,447,447,447,447
12/11/2023,449,449,449,449
12/12/2023,450,450,450,450
12/13/2023,452,452,452,452
12/14/2023,451,451,451,451
12/15/2023,454,454,454,454
12/18/2023,456,456,456,456
12/19/2023,455,455,455,455
12/20/2023,456,456,456,456
12/21/2023,452,452,452,452
12/22/2023,454,454,454,454
12/27/2023,451,451,451,451
12/28/2023,452,454,452,454
01/02/2024,455,455,454,454
01/03/2024,454,454,453,453
01/04/2024,454,454,452,452
01/05/2024,451,451,451,451
01/08/2024,450,451,450,451
01/09/2024,451,456,451,456
01/10/2024,456,456,456,456
01/11/2024,458,458,455,455
01/12/2024,458,458,458,458
01/15/2024,458,458,458,458
01/16/2024,459,460,459,460
01/17/2024,459,459,459,459
01/18/2024,460,460,460,460
01/19/2024,462,463,462,463
01/22/2024,468,468,468,468
01/25/2024,470,470,470,470
01/30/2024,476,477,476,477
02/07/2024,483,486,483,486
02/08/2024,488,488,486,486
02/09/2024,488,490,488,488
02/12/2024,490,491,490,491
02/13/2024,488,488,487,487
02/14/2024,488,488,488,488
02/21/2024,483,483,483,483
02/22/2024,487,492,487,492
02/23/2024,494,494,494,494
02/28/2024,494,494,492,492
03/06/2024,493,494,493,494
03/07/2024,495,495,495,495
03/08/2024,496,496,495,495
03/11/2024,492,492,492,492
03/12/2024,494,497,493,497
03/13/2024,497,497,497,497
03/15/2024,499,499,494,494
03/20/2024,501,501,501,501
03/21/2024,506,510,506,510
03/22/2024,509,509,509,509
03/28/2024,512,512,512,512
04/02/2024,510,510,508,508
04/03/2024,508,508,508,508
04/04/2024,508,508,508,508
04/05/2024,501,505,501,505
04/08/2024,505,505,505,505
04/09/2024,504,504,504,504
04/10/2024,506,506,506,506
04/11/2024,506,507,506,507
04/15/2024,508,508,508,508
04/16/2024,506,506,501,501
04/17/2024,501,501,501,501
04/18/2024,498,498,498,498
04/19/2024,493,493,493,493
04/22/2024,492,492,492,492
04/24/2024,500,500,498,498
04/25/2024,495,495,492,492
04/26/2024,502,502,502,502
04/30/2024,504,504,500,500
05/02/2024,500,500,496,496
05/07/2024,508,508,508,508
05/08/2024,508,508,508,508
05/10/2024,511,511,511,511
05/13/2024,511,511,509,509
05/15/2024,511,514,511,514
05/17/2024,514,514,513,513
05/20/2024,515,515,515,515
05/21/2024,515,516,515,516
05/22/2024,517,517,517,517
05/23/2024,517,517,517,517
05/24/2024,513,516,513,516
05/28/2024,516,516,516,516
05/29/2024,516,516,514,514
05/30/2024,512,512,511,511
05/31/2024,507,507,505,505
06/03/2024,510,511,510,511
06/04/2024,510,510,510,510
06/05/2024,513,517,513,517
06/06/2024,519,519,519,519
06/07/2024,523,523,523,523
06/10/2024,524,526,524,526
06/11/2024,525,526,525,526
06/13/2024,531,531,531,531
06/14/2024,535,535,535,535
06/17/2024,534,534,534,534
06/18/2024,538,538,538,538
06/19/2024,539,539,539,539
06/20/2024,540,541,540,541
06/24/2024,539,539,539,539
06/25/2024,539,539,539,539
06/26/2024,539,539,539,539
06/27/2024,539,539,539,539
06/28/2024,541,541,541,541
07/01/2024,541,541,541,541
07/02/2024,541,541,539,539
07/03/2024,541,541,539,539
07/04/2024,540,540,540,540
07/05/2024,540,541,540,541
07/08/2024,542,542,542,542
07/09/2024,542,545,542,544
07/10/2024,544,545,544,545
07/11/2024,549,549,549,549
07/12/2024,542,545,542,545
07/15/2024,546,547,545,547
07/16/2024,546,548,546,548
07/17/2024,543,543,541,541
07/18/2024,542,542,537,537
07/19/2024,537,539,534,534
07/22/2024,536,537,536,537
07/23/2024,539,543,539,543
07/24/2024,538,538,532,532
07/25/2024,529,530,528,530
07/26/2024,530,530,528,529
07/29/2024,533,534,532,532
07/30/2024,534,534,534,534
07/31/2024,535,540,535,540
08/01/2024,542,543,536,536
08/02/2024,527,527,513,513
08/05/2024,480,503,480,501
08/06/2024,506,507,503,503
08/07/2024,512,513,512,512
08/08/2024,502,513,502,513
08/09/2024,517,517,514,515
08/12/2024,517,518,516,516
08/13/2024,519,521,517,521
08/14/2024,521,522,521,522
08/15/2024,524,532,523,532
08/16/2024,534,534,533,533
08/19/2024,531,531,531,531
08/20/2024,535,535,535,535
08/21/2024,532,533,532,532
08/22/2024,534,535,533,533
08/23/2024,531,531,531,531
08/26/2024,534,534,531,531
08/27/2024,532,532,531,531
08/28/2024,534,535,534,535
08/29/2024,534,538,534,538
08/30/2024,536,537,534,534
09/02/2024,538,539,538,539
09/03/2024,538,539,533,533
09/04/2024,527,528,527,527
09/05/2024,526,526,524,524
09/06/2024,520,525,520,525
09/09/2024,521,522,521,522
09/10/2024,524,526,523,526
09/11/2024,524,527,522,522
09/12/2024,520,534,520,533
09/13/2024,540,540,537,537
09/16/2024,535,535,534,534
09/17/2024,536,537,536,537
09/18/2024,536,536,536,536
09/19/2024,540,542,540,542
09/20/2024,541,541,540,540
09/23/2024,544,544,543,544
09/24/2024,545,545,541,543
09/25/2024,542,543,542,543
09/26/2024,548,548,543,543
09/27/2024,545,545,544,545
09/30/2024,541,545,541,545
10/01/2024,553,553,548,553
10/02/2024,553,553,545,548
10/03/2024,553,553,545,548
10/04/2024,547,554,547,550
10/07/2024,553,553,552,553
10/08/2024,553,554,549,554
10/09/2024,553,559,553,559
10/10/2024,553,560,553,560
10/11/2024,553,562,553,562
10/14/2024,563,564,558,558
10/15/2024,568,569,567,567
10/16/2024,566,567,565,567
10/17/2024,572,575,572,573
10/18/2024,572,572,571,572
10/21/2024,572,572,569,569
10/22/2024,571,572,570,572
10/23/2024,573,573,571,571
10/24/2024,571,571,569,569
10/25/2024,569,571,569,571
10/28/2024,572,572,571,571
10/29/2024,573,573,570,572
10/30/2024,573,573,569,569
10/31/2024,573,573,559,559
